profile,case_id,method,round,phase,circuit_nodes,prepared_states,table_bytes,bn_nodes,bn_arcs,cpt_entries,storm_model_type,storm_states,storm_transitions,storm_choices,cudd_nodes,cudd_peak_nodes,cudd_memory_bytes,cudd_variables,cudd_reorderings
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,cudd_sift_once,0,initial,,,,,,,,,,,49,1022,16814536.0,8,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,cudd_sift_once,0,repeat,,,,,,,,,,,49,1022,16814536.0,8,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,cudd_sift_once,0,counts,,,,,,,,,,,49,1022,16814536.0,8,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,cudd_sift_once,0,masks,,,,,,,,,,,49,1022,16814536.0,8,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,cudd_sift_once,0,metadata,,,,,,,,,,,49,1022,16814536.0,8,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,cudd_sift_once,0,structure,,,,,,,,,,,18,1022,16814536.0,8,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,cudd_sift_once,0,restore,,,,,,,,,,,49,1022,16814536.0,8,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,agrum_lazy,0,initial,,,,31,49,555,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,agrum_lazy,0,repeat,,,,31,49,555,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,agrum_lazy,0,counts,,,,31,49,555,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,agrum_lazy,0,masks,,,,31,49,555,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,agrum_lazy,0,metadata,,,,31,49,555,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,agrum_lazy,0,structure,,,,17,23,327,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,agrum_lazy,0,restore,,,,31,49,555,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,storm_exact,0,initial,,,,,,,MDP,287,341,319,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,storm_exact,0,repeat,,,,,,,MDP,287,341,319,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,storm_exact,0,counts,,,,,,,MDP,287,341,319,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,storm_exact,0,masks,,,,,,,MDP,298,377,355,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,storm_exact,0,metadata,,,,,,,MDP,298,377,355,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,storm_exact,0,structure,,,,,,,MDP,295,374,352,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NC--r0--read_user_timeline,storm_exact,0,restore,,,,,,,MDP,287,341,319,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_controls_first,0,initial,,,,,,,,,,,13,1022,16814536.0,4,0
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_controls_first,0,repeat,,,,,,,,,,,13,1022,16814536.0,4,0
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_controls_first,0,counts,,,,,,,,,,,13,1022,16814536.0,4,0
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_controls_first,0,masks,,,,,,,,,,,13,1022,16814536.0,4,0
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_controls_first,0,metadata,,,,,,,,,,,13,1022,16814536.0,4,0
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_controls_first,0,structure,,,,,,,,,,,8,1022,16814536.0,4,0
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_controls_first,0,restore,,,,,,,,,,,13,1022,16814536.0,4,0
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_sift_once,0,initial,,,,,,,,,,,13,1022,16814536.0,4,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_sift_once,0,repeat,,,,,,,,,,,13,1022,16814536.0,4,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_sift_once,0,counts,,,,,,,,,,,13,1022,16814536.0,4,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_sift_once,0,masks,,,,,,,,,,,13,1022,16814536.0,4,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_sift_once,0,metadata,,,,,,,,,,,13,1022,16814536.0,4,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_sift_once,0,structure,,,,,,,,,,,8,1022,16814536.0,4,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,cudd_sift_once,0,restore,,,,,,,,,,,13,1022,16814536.0,4,1
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,agrum_lazy,0,initial,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,agrum_lazy,0,repeat,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,agrum_lazy,0,counts,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,agrum_lazy,0,masks,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,agrum_lazy,0,metadata,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,agrum_lazy,0,structure,,,,4,1,10,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,agrum_lazy,0,restore,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,storm_exact,0,initial,,,,,,,DTMC,8,8,8,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,storm_exact,0,repeat,,,,,,,DTMC,8,8,8,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,storm_exact,0,counts,,,,,,,DTMC,8,8,8,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,storm_exact,0,masks,,,,,,,MDP,9,10,10,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,storm_exact,0,metadata,,,,,,,MDP,9,10,10,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,storm_exact,0,structure,,,,,,,MDP,8,9,9,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,storm_exact,0,restore,,,,,,,DTMC,8,8,8,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,prepared_specialized,0,initial,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,prepared_specialized,0,repeat,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,prepared_specialized,0,counts,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,prepared_specialized,0,masks,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,prepared_specialized,0,metadata,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,prepared_specialized,0,structure,3,4,6,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--NCD--r0--read_home_timeline,prepared_specialized,0,restore,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_sift_once,0,initial,,,,,,,,,,,67,1022,16835816.0,17,1
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_sift_once,0,repeat,,,,,,,,,,,67,1022,16835816.0,17,1
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_sift_once,0,counts,,,,,,,,,,,67,1022,16835816.0,17,1
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_sift_once,0,masks,,,,,,,,,,,67,1022,16835816.0,17,1
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_sift_once,0,metadata,,,,,,,,,,,67,1022,16835816.0,17,1
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_sift_once,0,structure,,,,,,,,,,,27,1022,16835816.0,17,1
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_sift_once,0,restore,,,,,,,,,,,67,1022,16835816.0,17,1
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,agrum_lazy,0,initial,,,,49,76,481,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,agrum_lazy,0,repeat,,,,49,76,481,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,agrum_lazy,0,counts,,,,49,76,481,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,agrum_lazy,0,masks,,,,49,76,481,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,agrum_lazy,0,metadata,,,,49,76,481,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,agrum_lazy,0,structure,,,,17,23,151,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,agrum_lazy,0,restore,,,,49,76,481,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,storm_exact,0,initial,,,,,,,MDP,161,214,208,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,storm_exact,0,repeat,,,,,,,MDP,161,214,208,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,storm_exact,0,counts,,,,,,,MDP,161,214,208,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,storm_exact,0,masks,,,,,,,MDP,166,227,221,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,storm_exact,0,metadata,,,,,,,MDP,166,227,221,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,storm_exact,0,structure,,,,,,,MDP,163,224,218,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,storm_exact,0,restore,,,,,,,MDP,161,214,208,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,prepared_specialized,0,initial,48,64,88,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,prepared_specialized,0,repeat,48,64,88,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,prepared_specialized,0,counts,48,64,88,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,prepared_specialized,0,masks,48,64,88,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,prepared_specialized,0,metadata,48,64,88,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,prepared_specialized,0,structure,16,64,48,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,prepared_specialized,0,restore,48,64,88,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_controls_first,0,initial,,,,,,,,,,,90,1022,16835816.0,17,0
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_controls_first,0,repeat,,,,,,,,,,,90,1022,16835816.0,17,0
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_controls_first,0,counts,,,,,,,,,,,90,1022,16835816.0,17,0
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_controls_first,0,masks,,,,,,,,,,,90,1022,16835816.0,17,0
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_controls_first,0,metadata,,,,,,,,,,,90,1022,16835816.0,17,0
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_controls_first,0,structure,,,,,,,,,,,32,1022,16835816.0,17,0
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--compose_post,cudd_controls_first,0,restore,,,,,,,,,,,90,1022,16835816.0,17,0
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,agrum_lazy,0,initial,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,agrum_lazy,0,repeat,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,agrum_lazy,0,counts,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,agrum_lazy,0,masks,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,agrum_lazy,0,metadata,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,agrum_lazy,0,structure,,,,4,1,10,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,agrum_lazy,0,restore,,,,13,17,72,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,storm_exact,0,initial,,,,,,,DTMC,8,8,8,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,storm_exact,0,repeat,,,,,,,DTMC,8,8,8,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,storm_exact,0,counts,,,,,,,DTMC,8,8,8,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,storm_exact,0,masks,,,,,,,MDP,9,10,10,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,storm_exact,0,metadata,,,,,,,MDP,9,10,10,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,storm_exact,0,structure,,,,,,,MDP,8,9,9,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,storm_exact,0,restore,,,,,,,DTMC,8,8,8,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,prepared_specialized,0,initial,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,prepared_specialized,0,repeat,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,prepared_specialized,0,counts,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,prepared_specialized,0,masks,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,prepared_specialized,0,metadata,12,4,10,,,,,,,,,,,,
deathstarbench_social_network,deathstarbench_social_network--colocated--ND--r0--read_home_timeline,prepared_specialized,0,structure,3,4,6,,,,,,,,,,,,
